Title,Author,Secondary Author(s),Illustrator(s),Translator(s),Series Name,State,District,Date of Challenge/Removal,Ban Status,Origin of Challenge,Year
Flush,Carl Hiaasen,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Hoot,Carl Hiaasen,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Dating Violence: True Stories of Hurt and Hope,John Hicks,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
After the Fire,Will Hill,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Lucky Penny,Ananth Hirsh,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Crystal Kingdom,Amanda Hocking,,,,The Kanin Chronicles,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Ice Kissed,Amanda Hocking,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Cruel Beauty,Rosamund Hodge,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
The Becoming of Noah Shaw,Michelle Hodkin,,,,The Shaw Confessions,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Everything Mythology,B. A. Hoena,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
This is the Part Where You Laugh,Peter Brown Hoffmeister,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Profiling Violent Crimes: An Investigative Tool,Ronald M. Holmes,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Regretting You,Colleen Hoover,,,,,Florida,Escambia County Public Schools,April 2024,Banned pending investigation,Formal Challenge,2024
Fallout,Ellen Hopkins,,,,Crank,Florida,Escambia County Public Schools,December 2023,Banned pending investigation,Unclear,2023
Glass,Ellen Hopkins,,,,Crank,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Impulse,Ellen Hopkins,,,,Impulse,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Perfect (EH),Ellen Hopkins,,,,Impulse,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Unclear,2023
Tilt (EH),Ellen Hopkins,,,,,Florida,Escambia County Public Schools,December 2023,Banned pending investigation,Administration,2023
Traffick,Ellen Hopkins,,,,Tricks,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
The Lizard King: The Essential Jim Morrison,Jerry Hopkins,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
"My Hero Academia, Vol. 14: Overhaul",Kōhei Horikoshi,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
"My Hero Academia, Vol. 30: Dabi's Dance",Kōhei Horikoshi,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
A Thousand Splendid Suns,Khaled Hosseini,,,,,Florida,Escambia County Public Schools,August 2023,Banned by restriction,Administration,2023
Cometas en el cielo,Khaled Hosseini,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Reawakened,Colleen Houck,,,,The Reawakened,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Recreated,Colleen Houck,,,,The Reawakened,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Reunited,Colleen Houck,,,,The Reawakened,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Ensnared,A. G. Howard,,,,Splintered,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
RoseBlood,A. G. Howard,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Splintered,A. G. Howard,,,,Splintered,Florida,Escambia County Public Schools,August 2023,Banned by restriction,Administration,2023
Unhinged,A. G. Howard,,,,Splintered,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Untamed (AGH),A. G. Howard,,,,Splintered,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Cashelmara,Susan Howatch,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Conversion,Katherine Howe,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
James Dean: Rebel Life,John Howlett,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
The Enchantment Emporium,Tanya Huff,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Les Misérables,Victor Hugo,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
The Forest of Stolen Girls,June Hur,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
At the Edge of the Universe,Shaun David Hutchinson,,,,,Florida,Escambia County Public Schools,August 2023,Banned by restriction,Administration,2023
Feral Youth,Shaun David Hutchinson,"Young, Suzanne; Nijkamp, Marieke; Talley, Robin; Kuehn, Stephanie; Myers, E.C.; Floreen, Tim; Johnson, Alaya Dawn; Ireland, Justina; Colbert, Brandy",,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
The Apocalypse of Elena Mendoza,Shaun David Hutchinson,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
A Wounded Name,Dot Hutchison,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Brave New World,Aldous Huxley,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Becoming Chloe,Catherine Ryan Hyde,,,,,Florida,Escambia County Public Schools,August 2023,Banned by restriction,Administration,2023
Journey to the River Sea,Eva Ibbotson,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Blood Memory,Greg Iles,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Every Body Looking,Candice Iloh,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Crime and Detection: History and Methods of Torture,Brian Innes,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
The Librarian of Auschwitz: The Graphic Novel,Antonio Iturbe,"Rubio, Salva","Aroca, Loreto","Thwaites, Lilit",,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
A Good Girl's Guide to Murder,Holly Jackson,,,,A Good Girl's Guide to Murder,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
As Good as Dead,Holly Jackson,,,,A Good Girl's Guide to Murder,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
"Good Girl, Bad Blood",Holly Jackson,,,,A Good Girl's Guide to Murder,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Let Me Hear a Rhyme,Tiffany D. Jackson,"Sharif, Malik ""Malik-16""",,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Anne Frank: The Anne Frank House Authorized Graphic Biography,Sid Jacobson,"Colón, Ernie",,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Wintersong,S. Jae-Jones,,,,Wintersong,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
The Murder Room,P. D. James,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
"The World Almanac and Book of Facts, 2018",Sarah Janssen,,,,The World Almanac and Book of Facts,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
The Decorative Arts of Africa,Louise E. Jefferson,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
No One to Trust,Iris Johansen,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
If I Fix You,Abigail Johnson,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
The hand on the wall,Maureen Johnson,,,,Truly Devious,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
That Inevitable Victorian Thing,E. K Johnston,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
"Exit, Pursued by a Bear",E. K. Johnston,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Tips on Having a Gay (Ex) Boyfriend,Carrie Jones,,,,Belle,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
The Path of Daggers,Robert Jordan,,,,The Wheel of Time,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Winter's Heart,Robert Jordan,,,,The Wheel of Time,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
A River of Royal Blood,Amanda Joy,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
A Portrait of the Artist as a Young Man,James Joyce,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Dubliners and A Portrait of the Artist as a Young Man and Other Works,James Joyce,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Ulysses,James Joyce,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
"The Fashion Committee: A Novel of Art, Crime, and Applied Design",Susan Juby,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
AIDS and HIV: Risky Business (Teen Issues),Daniel Jussim,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Teardrop,Lauren Kate,,,,Teardrop Trilogy,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Torment,Lauren Kate,,,,Fallen,Florida,Escambia County Public Schools,August 2023,Banned by restriction,Administration,2023
All Rights Reserved,Gregory Scott Katsoulis,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Gemina,Amie Kaufman,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
Illuminae,Amie Kaufman,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
El Sol Y Sus Flores,Rupi Kaur,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
The Sound of Letting Go,Stasia Ward Kehoe,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
The Incredible Adventures of Cinnamon Girl,Melissa Keil,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
The Royals: With the Latest on the Royal Family,Kitty Kelley,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
A Curse So Dark and Lonely,Brigid Kemmerer,,,,The Cursebreaker,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
A Heart So Fierce and Broken,Brigid Kemmerer,,,,,Florida,Escambia County Public Schools,August 2023,Banned by restriction,Administration,2023
Schindler's List,Thomas Keneally,,,,,Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration,2023
